"id","date","type"
"1",2014-04-01 23:06:39,"62324754"
"2",2014-04-01 22:38:21,"62324755"
"3",2014-04-01 22:35:27,"62324754"
"4",2014-04-01 22:13:58,"62324755"
"5",2014-04-01 22:11:04,"62324754"
"6",2014-04-01 21:51:16,"62324755"
"7",2014-04-01 21:48:22,"62324754"
"8",2014-04-01 19:36:23,"62324755"
"9",2014-04-01 19:33:29,"62324754"
"10",2014-04-01 18:45:00,"62324755"
"11",2014-04-01 18:42:35,"62324755"
"12",2014-04-01 18:42:06,"62324754"
"13",2014-04-01 18:39:41,"62324754"
"14",2014-04-01 17:27:17,"62324755"
"15",2014-04-01 17:24:26,"62324755"
"16",2014-04-01 17:24:23,"62324754"
"17",2014-04-01 17:21:32,"62324754"
"18",2014-04-01 17:11:15,"62324755"
"19",2014-04-01 17:08:21,"62324754"
"20",2014-04-01 17:07:15,"62324755"
"21",2014-04-01 17:04:21,"62324754"
"22",2014-04-01 16:21:51,"62324755"
"23",2014-04-01 16:21:47,"62324755"
"24",2014-04-01 16:12:46,"62324755"
"25",2014-04-01 16:12:45,"62324755"
"26",2014-04-01 15:43:34,"62324755"
"27",2014-04-01 15:43:33,"62324755"
"28",2014-04-01 15:43:33,"62324755"
"29",2014-04-01 15:43:33,"62324755"
"30",2014-04-01 15:43:33,"62324755"
"31",2014-04-01 15:43:32,"62324755"
"32",2014-04-01 15:43:32,"62324755"
"33",2014-04-01 15:43:32,"62324755"
"34",2014-04-01 15:43:31,"62324755"
"35",2014-04-01 15:43:31,"62324755"
"36",2014-04-01 15:43:31,"62324755"
"37",2014-04-01 15:43:31,"62324755"
"38",2014-04-01 15:43:31,"62324755"
"39",2014-04-01 15:43:30,"62324755"
"40",2014-04-01 15:43:30,"62324755"
"41",2014-04-01 15:43:30,"62324755"
"42",2014-04-01 15:43:29,"62324755"
"43",2014-04-01 15:43:29,"62324755"
"44",2014-04-01 15:43:25,"62324757"
"45",2014-04-01 15:43:22,"62324757"
"46",2014-04-01 15:43:21,"62324754"
"47",2014-04-01 15:43:21,"62324754"
"48",2014-04-01 15:43:21,"62324754"
"49",2014-04-01 15:43:20,"62324754"
"50",2014-04-01 15:43:20,"62324754"
"51",2014-04-01 15:43:19,"62324754"
"52",2014-04-01 15:43:19,"62324754"
"53",2014-04-01 15:43:19,"62324754"
"54",2014-04-01 15:43:18,"62324754"
"55",2014-04-01 15:43:18,"62324754"
"56",2014-04-01 15:43:18,"62324754"
"57",2014-04-01 15:43:18,"62324754"
"58",2014-04-01 15:43:18,"62324756"
"59",2014-04-01 15:43:18,"62324754"
"60",2014-04-01 15:43:18,"62324754"
"61",2014-04-01 15:43:18,"62324754"
"62",2014-04-01 15:43:17,"62324754"
"63",2014-04-01 15:43:17,"62324754"
"64",2014-04-01 15:43:17,"62324754"
"65",2014-04-01 15:43:17,"62324754"
"66",2014-04-01 15:43:17,"62324754"
"67",2014-04-01 15:43:17,"62324754"
"68",2014-04-01 15:43:17,"62324754"
"69",2014-04-01 15:43:17,"62324754"
"70",2014-04-01 15:43:17,"62324754"
"71",2014-04-01 15:43:16,"62324754"
"72",2014-04-01 15:43:16,"62324754"
"73",2014-04-01 15:43:16,"62324754"
"74",2014-04-01 15:43:16,"62324754"
"75",2014-04-01 15:43:16,"62324756"
"76",2014-04-01 15:27:42,"62324755"
"77",2014-04-01 15:27:31,"62324755"
"78",2014-04-01 15:27:31,"62324755"
"79",2014-04-01 15:27:31,"62324755"
"80",2014-04-01 15:27:31,"62324755"
"81",2014-04-01 15:27:30,"62324755"
"82",2014-04-01 15:27:30,"62324755"
"83",2014-04-01 15:27:30,"62324755"
"84",2014-04-01 15:27:29,"62324755"
"85",2014-04-01 15:27:29,"62324755"
"86",2014-04-01 15:27:29,"62324755"
"87",2014-04-01 15:27:28,"62324755"
"88",2014-04-01 15:27:28,"62324755"
"89",2014-04-01 15:27:28,"62324755"
"90",2014-04-01 15:27:28,"62324755"
"91",2014-04-01 15:27:27,"62324755"
"92",2014-04-01 15:27:27,"62324755"
"93",2014-04-01 15:27:26,"62324755"
"94",2014-04-01 15:27:21,"62324757"
"95",2014-04-01 15:27:19,"62324757"
"96",2014-04-01 15:27:18,"62324754"
"97",2014-04-01 15:27:17,"62324754"
"98",2014-04-01 15:27:17,"62324754"
"99",2014-04-01 15:27:17,"62324754"
"100",2014-04-01 15:27:17,"62324754"
"101",2014-04-01 15:27:16,"62324754"
"102",2014-04-01 15:27:16,"62324754"
"103",2014-04-01 15:27:16,"62324754"
"104",2014-04-01 15:27:16,"62324754"
